"Year","Municipality","birth_numb","fetal_growth","lbw","lbw_v","weight","female","gest_age","preterm","preterm_v","resp_problem","height","sh_e_mt_lmbirth","sh_e_mt_fmtrim1","sh_e_mt_fmtrim2","sh_e_mt_fmtrim3","sh_e_mt_fmtrim4","sh_e_mt_fmtrim5","sh_e_mt_fmtrim6","log_pop_tot_2010","pop_tot_2010","pop_5_2010","pop_65_2010","farming_land_2005","hi_2010","unemp_2010","ing_ctpc_2010","exp_transfers_pc","exp_public_inv_pc","urb_cat","wrk","tra_1","tra_2","tra_4","tra_5","tra_6","tra_7","tra_8","tra_9","age_mother","years_edu","eda_1","eda_2","eda_3","edu_1","edu_2","edu_3","edu_4","edu_5","mar_1","mar_2","mar_3","mar_4","ins_1","ins_2","ins_3","pov_per_2010","pov_num_2010","pov_food_per_2010","pov_food_num_2010","pop_mun_fem_1544_2010","income_lbm_2010","income_eligible_lb","income_eligible_lbm","tarjetasinhambre","ever_loc_k","loc_stores","tao_lg5_mt_lmbirth","tao_lg4_mt_lmbirth","tao_lg3_mt_lmbirth","tao_lg2_mt_lmbirth","tao_lg1_mt_lmbirth","tao_lg0_mt_lmbirth","tao_ld1_mt_lmbirth","tao_ld2_mt_lmbirth","tao_ld3_mt_lmbirth","tao_ld4_mt_lmbirth","State","counter","count_balance","count_treat","birth_numb25","birth_numb25_sum"
2010,7073,51,74.8632067601759,0.196078431372549,0.0196078431372549,2921.66666666667,0.588235294117647,39,0.0784313725490196,0,0.0588235294117647,48.78,0,0,0,0,0,0,0,9,9002,16,5,2,68,5,967,254,1410,0.725490196078431,0,0,0,0,0,0,0,0,0,26.0588235294118,5.94117647058824,0.156862745098039,0.588235294117647,0.254901960784314,0.156862745098039,0.549019607843137,0.294117647058824,0,0,0.529411764705882,0.411764705882353,0,0.0588235294117647,0.666666666666667,0,0.0588235294117647,48.76046,4833,28.282021,2803.031,1984,75,1,1,0,0,0.764705882352941,0,1,0,0,0,0,0,0,0,0,7,1,10,4,1,10
2011,7073,34,74.2476945989255,0.193548387096774,0,2884.67741935484,0.676470588235294,38.5588235294118,0.117647058823529,0,0.0294117647058824,48.3548387096774,0,0,0,0,0,0,0,9,9002,16,5,2,68,5,967,304,942,1,0.0294117647058824,0,0,0,0,0.0294117647058824,0,0,0,25.6470588235294,6.88235294117647,0.294117647058824,0.352941176470588,0.352941176470588,0.0588235294117647,0.588235294117647,0.294117647058824,0.0588235294117647,0,0.676470588235294,0.294117647058824,0.0294117647058824,0,0.764705882352941,0.0294117647058824,0,48.76046,4833,28.282021,2803.031,1984,75,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,7,1,10,4,1,10
2012,7073,46,77.0829788051983,0.0487804878048781,0.024390243902439,3013.65853658537,0.630434782608696,38.5681818181818,0.113636363636364,0.0227272727272727,0.0652173913043478,48.5555555555556,0,0,0,0,0,0,0,9,9002,16,5,2,68,5,967,365,3426,0.956521739130435,0,0,0,0,0,0,0,0,0,26.695652173913,6.26086956521739,0.173913043478261,0.521739130434783,0.304347826086957,0.152173913043478,0.456521739130435,0.391304347826087,0,0,0.717391304347826,0.217391304347826,0.0217391304347826,0.0434782608695652,0.956521739130435,0.0217391304347826,0,48.76046,4833,28.282021,2803.031,1984,75,1,1,0,0,0.978260869565217,0,0,0,1,0,0,0,0,0,0,7,1,10,4,1,10
2013,7073,55,77.6953996057394,0.117647058823529,0.0196078431372549,3029.39215686275,0.618181818181818,38.9636363636364,0.0545454545454545,0.0181818181818182,0.0727272727272727,49.1960784313725,0,0,0,0,0,0,0,9,9002,16,5,2,68,5,967,374,2452,0.745454545454545,0,0,0,0,0,0,0,0,0,26.1090909090909,6.98181818181818,0.290909090909091,0.363636363636364,0.345454545454545,0.0363636363636364,0.563636363636364,0.4,0,0,0.636363636363636,0.363636363636364,0,0,0.945454545454545,0.0363636363636364,0,48.76046,4833,28.282021,2803.031,1984,75,1,1,0,0,0.909090909090909,0,0,0,0,1,0,0,0,0,0,7,1,10,4,1,10
2014,7073,59,79.6061186130586,0.0625,0,3117.08333333333,0.661016949152542,39.140350877193,0.0526315789473684,0,0.0847457627118644,49.8727272727273,1,1,0,0,0,0,0,9,9002,16,5,2,68,5,967,0,0,0.711864406779661,0,0,0,0,0,0,0,0,0,24.7457627118644,7.88135593220339,0.220338983050847,0.593220338983051,0.186440677966102,0.0847457627118644,0.372881355932203,0.288135593220339,0.254237288135593,0,0.677966101694915,0.322033898305085,0,0,0.915254237288136,0.0508474576271186,0,48.76046,4833,28.282021,2803.031,1984,75,1,1,0,0,0.864406779661017,0,0,0,0,0.135593220338983,0.864406779661017,0,0,0,0,7,1,10,4,1,10
2015,7073,87,79.2716956117561,0.0933333333333333,0,3083.08,0.471264367816092,38.7882352941176,0.105882352941176,0,0.0919540229885057,49.4457831325301,1,1,1,1,1,1,0,9,9002,16,5,2,68,5,967,0,0,0.747126436781609,0,0,0,0,0,0,0,0,0,24.7931034482759,8,0.275862068965517,0.494252873563218,0.229885057471264,0.0459770114942529,0.413793103448276,0.32183908045977,0.218390804597701,0,0.632183908045977,0.310344827586207,0,0.0574712643678161,0.816091954022989,0,0,48.76046,4833,28.282021,2803.031,1984,75,1,1,0,0,0.885057471264368,0,0,0,0,0,0,1,0,0,0,7,1,10,4,1,10
2016,7073,32,75.8476006860981,0.129032258064516,0,2945.90322580645,0.46875,38.8125,0.0625,0,0.03125,49.3548387096774,1,1,1,1,1,1,1,9,9002,16,5,2,68,5,967,429,2615,0.8125,0,0,0,0,0,0,0,0,0,25.59375,6.5625,0.125,0.65625,0.21875,0.15625,0.40625,0.375,0.0625,0,0.875,0.09375,0,0.03125,0.34375,0.03125,0,48.76046,4833,28.282021,2803.031,1984,75,1,1,0,0,0.9375,0,0,0,0,0,0,0,1,0,0,7,1,10,4,1,10
2017,7073,52,78.9135188838466,0.0425531914893617,0,3086.25531914894,0.461538461538462,38.9591836734694,0.0816326530612245,0.0204081632653061,0.211538461538462,49.4666666666667,1,1,1,1,1,1,1,9,9002,16,5,2,68,5,967,393,2254,0.788461538461538,0,0,0,0,0,0,0,0,0,24.6730769230769,7.26923076923077,0.288461538461538,0.480769230769231,0.230769230769231,0.0769230769230769,0.442307692307692,0.384615384615385,0.0961538461538462,0,0.769230769230769,0.192307692307692,0.0192307692307692,0.0192307692307692,0.442307692307692,0.134615384615385,0,48.76046,4833,28.282021,2803.031,1984,75,1,1,0,0,0.865384615384615,0,0,0,0,0,0,0,0,1,0,7,1,10,4,1,10
2008,7074,176,80.4401906834212,0.0909090909090909,0.00568181818181818,3111.08522727273,0.471590909090909,38.606936416185,0.0809248554913295,0.0115606936416185,0.0625,49.1931818181818,0,0,0,0,0,0,0,11,40711,14,4,10,61,8,2309,136,946,0.494318181818182,0,0,0,0,0,0,0,0,0,23.8636363636364,8.32386363636364,0.210227272727273,0.681818181818182,0.107954545454545,0.0454545454545455,0.318181818181818,0.482954545454545,0.0965909090909091,0.0568181818181818,0.738636363636364,0.176136363636364,0.00568181818181818,0.0795454545454545,0.795454545454545,0,0,15.53931,5380,9.9001102,3427.616,10406,24,1,1,0,0,0.25,1,0,0,0,0,0,0,0,0,0,7,1,10,2,1,10
2009,7074,481,81.6453957637422,0.0754716981132075,0.00838574423480084,3171.58280922432,0.5375,38.8707627118644,0.0677966101694915,0.00423728813559322,0.122661122661123,49.6554621848739,0,0,0,0,0,0,0,11,40711,14,4,10,61,8,2309,158,1758,0.648648648648649,0.00831600831600832,0,0,0,0,0,0,0,0.00831600831600832,23.6216216216216,8.67151767151767,0.253638253638254,0.607068607068607,0.139293139293139,0.0311850311850312,0.282744282744283,0.463617463617464,0.189189189189189,0.0332640332640333,0.688149688149688,0.207900207900208,0.00415800415800416,0.0997920997920998,0.798336798336798,0,0,15.53931,5380,9.9001102,3427.616,10406,24,1,1,0,0,0.133056133056133,1,0,0,0,0,0,0,0,0,0,7,1,10,2,1,10
2010,7074,408,81.7723867159832,0.0689655172413793,0.00738916256157635,3187.54679802956,0.467980295566502,38.916049382716,0.0666666666666667,0.00493827160493827,0.105392156862745,49.6123456790123,0,0,0,0,0,0,0,11,40711,14,4,10,61,8,2309,990,712,0.752450980392157,0.00735294117647059,0,0.00245098039215686,0,0,0,0,0,0.00490196078431373,23.8897058823529,7.22794117647059,0.257352941176471,0.558823529411765,0.183823529411765,0.0857843137254902,0.362745098039216,0.522058823529412,0.0294117647058824,0,0.666666666666667,0.213235294117647,0,0.120098039215686,0.848039215686274,0.00490196078431373,0,15.53931,5380,9.9001102,3427.616,10406,24,1,1,0,0,0.0833333333333333,1,0,0,0,0,0,0,0,0,0,7,1,10,2,1,10
2011,7074,490,81.84915612593,0.0524017467248908,0.00436681222707424,3192.24890829694,0.477459016393443,38.8995901639344,0.0758196721311475,0.00614754098360656,0.0959183673469388,49.5894736842105,0,0,0,0,0,0,0,11,40711,14,4,10,61,8,2309,199,757,0.881632653061225,0.0122448979591837,0,0.00612244897959184,0.00204081632653061,0,0.00204081632653061,0,0,0.00204081632653061,23.9244897959184,8.25918367346939,0.251020408163265,0.579591836734694,0.169387755102041,0.0387755102040816,0.285714285714286,0.520408163265306,0.155102040816327,0,0.677551020408163,0.191836734693878,0.0122448979591837,0.118367346938776,0.922448979591837,0.0122448979591837,0,15.53931,5380,9.9001102,3427.616,10406,24,1,1,0,0,0.0408163265306122,1,0,0,0,0,0,0,0,0,0,7,1,10,2,1,10
2012,7074,436,82.201462373508,0.0606060606060606,0.00757575757575758,3209.62878787879,0.472477064220183,38.9471264367816,0.071264367816092,0.00689655172413793,0.0825688073394495,49.8052884615385,0,0,0,0,0,0,0,11,40711,14,4,10,61,8,2309,266,1281,0.931192660550459,0.018348623853211,0,0,0.00229357798165138,0,0,0,0,0.0160550458715596,23.4908256880734,7.19724770642202,0.288990825688073,0.55045871559633,0.160550458715596,0.0688073394495413,0.394495412844037,0.536697247706422,0,0,0.736238532110092,0.160550458715596,0.00917431192660551,0.0940366972477064,0.961009174311927,0.00688073394495413,0,15.53931,5380,9.9001102,3427.616,10406,24,1,1,0,0,0.0252293577981651,0,1,0,0,0,0,0,0,0,0,7,1,10,2,1,10
2013,7074,466,82.3446192759907,0.0475113122171946,0.00904977375565611,3212.80542986425,0.462365591397849,38.8365591397849,0.0881720430107527,0.010752688172043,0.0386266094420601,49.7527839643653,0,0,0,0,0,0,0,11,40711,14,4,10,61,8,2309,195,529,0.931330472103004,0.00858369098712446,0,0.00214592274678112,0.00214592274678112,0,0,0,0,0.00429184549356223,23.9356223175966,7.40987124463519,0.293991416309013,0.515021459227468,0.190987124463519,0.055793991416309,0.362660944206009,0.581545064377682,0,0,0.746781115879828,0.167381974248927,0.00214592274678112,0.0836909871244635,0.952789699570815,0.00429184549356223,0,15.53931,5380,9.9001102,3427.616,10406,24,1,1,0,0,0.0150214592274678,0,0,1,0,0,0,0,0,0,0,7,1,10,2,1,10
2014,7074,627,83.8955896852812,0.0342465753424658,0.00342465753424658,3272.54452054795,0.4736,38.8979266347687,0.0669856459330144,0.00637958532695375,0.0781499202551834,49.8914473684211,0,0,0,0,0,0,0,11,40711,14,4,10,61,8,2309,296,1459,0.902711323763955,0.0175438596491228,0,0.00637958532695375,0.00159489633173844,0.00159489633173844,0.00159489633173844,0,0,0.00637958532695375,23.8261562998405,8.96650717703349,0.267942583732057,0.562998405103668,0.169059011164274,0.0414673046251994,0.205741626794258,0.433811802232855,0.318979266347687,0,0.706539074960128,0.207336523125997,0.0127591706539075,0.0733652312599681,0.953748006379585,0.00956937799043062,0,15.53931,5380,9.9001102,3427.616,10406,24,1,1,0,0,0.0271132376395534,0,0,0,1,0,0,0,0,0,0,7,1,10,2,1,10
2015,7074,631,82.1607069969088,0.0548885077186964,0.00857632933104631,3203.8730703259,0.49047619047619,38.9157392686804,0.0747217806041336,0.00794912559618442,0.0855784469096672,49.6082644628099,0,0,0,0,0,0,0,11,40711,14,4,10,61,8,2309,497,806,0.896988906497623,0.0206022187004754,0,0.00475435816164818,0.0063391442155309,0.00158478605388273,0,0,0,0.00792393026941363,24.0824088748019,9.08082408874802,0.234548335974643,0.594294770206022,0.171156893819334,0.0332805071315372,0.201267828843106,0.437400950871632,0.328050713153724,0,0.705229793977813,0.199683042789223,0.00950871632329636,0.0855784469096672,0.938193343898574,0.0126782884310618,0,15.53931,5380,9.9001102,3427.616,10406,24,1,1,0,0,0.0269413629160063,0,0,0,0,1,0,0,0,0,0,7,1,10,2,1,10
2016,7074,504,81.1910872139258,0.0550847457627119,0.00423728813559322,3157.11440677966,0.49800796812749,38.8083832335329,0.0678642714570858,0.00399201596806387,0.0853174603174603,49.4558521560575,1,1,1,0,0,0,0,11,40711,14,4,10,61,8,2309,316,440,0.857142857142857,0.0158730158730159,0,0,0.00198412698412698,0,0,0,0,0.0138888888888889,24.0019841269841,8.61904761904762,0.234126984126984,0.619047619047619,0.146825396825397,0.0456349206349206,0.246031746031746,0.452380952380952,0.255952380952381,0,0.759920634920635,0.152777777777778,0.00595238095238095,0.0813492063492064,0.962301587301587,0.00198412698412698,0,15.53931,5380,9.9001102,3427.616,10406,24,1,1,0,0,0.0297619047619048,0,0,0,0,0,1,0,0,0,0,7,1,10,2,1,10
2017,7074,509,81.7777999892313,0.0614754098360656,0.00409836065573771,3173.25,0.494094488188976,38.7185039370079,0.0807086614173228,0.00984251968503937,0.161100196463654,49.7550200803213,1,1,1,1,1,1,1,11,40711,14,4,10,61,8,2309,0,0,0.74852652259332,0.00785854616895874,0,0.00196463654223969,0.00196463654223969,0.00196463654223969,0,0,0,0.00196463654223969,24.2043222003929,9.00589390962672,0.229862475442043,0.599214145383104,0.170923379174853,0.0176817288801572,0.198428290766208,0.530451866404715,0.253438113948919,0,0.758349705304519,0.153241650294695,0.0137524557956778,0.0746561886051081,0.960707269155206,0.00392927308447937,0,15.53931,5380,9.9001102,3427.616,10406,24,1,1,0,0,0.0982318271119843,0,0,0,0,0,0,1,0,0,0,7,1,10,2,1,10
2008,7075,170,77.9955269845046,0.0588235294117647,0,3063.16470588235,0.544910179640719,39.3454545454545,0.0242424242424242,0.00606060606060606,0.0823529411764706,48.5325443786982,0,0,0,0,0,0,0,10,25530,14,6,59,78,3,1013,0,0,0.811764705882353,0,0,0,0,0,0,0,0,0,25.3235294117647,4.74705882352941,0.141176470588235,0.647058823529412,0.211764705882353,0.341176470588235,0.482352941176471,0.135294117647059,0.00588235294117647,0.0352941176470588,0.682352941176471,0.270588235294118,0.00588235294117647,0.0411764705882353,0.847058823529412,0,0,43.947979,12321,30.74843,8620.6299,6118,60,1,1,0,0.894117647058824,0,1,0,0,0,0,0,0,0,0,0,7,1,10,4,1,10
2009,7075,321,77.6393936561733,0.0849056603773585,0.0220125786163522,3074.98113207547,0.484177215189873,39.4556962025316,0.0537974683544304,0.00316455696202532,0.0498442367601246,48.5331230283912,0,0,0,0,0,0,0,10,25530,14,6,59,78,3,1013,336,1198,0.806853582554517,0.00623052959501558,0,0,0,0.00311526479750779,0.00311526479750779,0,0,0,24.2647975077882,5.68224299065421,0.224299065420561,0.576323987538941,0.199376947040498,0.199376947040498,0.582554517133956,0.168224299065421,0.0311526479750779,0.0186915887850467,0.688473520249221,0.29595015576324,0,0.0155763239875389,0.856697819314642,0.00311526479750779,0,43.947979,12321,30.74843,8620.6299,6118,60,1,1,0,0.909657320872274,0.0249221183800623,1,0,0,0,0,0,0,0,0,0,7,1,10,4,1,10
2010,7075,338,78.2241935933448,0.0656716417910448,0.00298507462686567,3101.50447761194,0.543543543543544,39.5800604229607,0.0241691842900302,0.00604229607250755,0.0532544378698225,48.755223880597,0,0,0,0,0,0,0,10,25530,14,6,59,78,3,1013,324,1420,0.789940828402367,0.00591715976331361,0,0.0029585798816568,0,0,0,0,0,0.0029585798816568,24.5384615384615,5.23668639053254,0.236686390532544,0.550295857988166,0.21301775147929,0.218934911242604,0.597633136094675,0.183431952662722,0,0,0.698224852071006,0.266272189349112,0,0.0355029585798817,0.79585798816568,0.0029585798816568,0,43.947979,12321,30.74843,8620.6299,6118,60,1,1,0,0.905325443786982,0.0443786982248521,0,1,0,0,0,0,0,0,0,0,7,1,10,4,1,10
2011,7075,362,78.216105732706,0.0512820512820513,0.0224358974358974,3074.5608974359,0.505555555555556,39.1977715877437,0.052924791086351,0.0222841225626741,0.149171270718232,49.1292307692308,0,0,0,0,0,0,0,10,25530,14,6,59,78,3,1013,209,1488,0.75414364640884,0.0110497237569061,0,0.00276243093922652,0.00276243093922652,0,0,0,0,0.00552486187845304,24.2541436464088,5.93370165745856,0.229281767955801,0.560773480662983,0.209944751381215,0.149171270718232,0.596685082872928,0.232044198895028,0.0220994475138122,0,0.709944751381215,0.262430939226519,0.00828729281767956,0.0193370165745856,0.889502762430939,0,0,43.947979,12321,30.74843,8620.6299,6118,60,1,1,0,0.883977900552486,0.0497237569060773,0,0,1,0,0,0,0,0,0,0,7,1,10,4,1,10
2012,7075,340,80.2129547654963,0.0361842105263158,0,3163.34210526316,0.488235294117647,39.3491124260355,0.0325443786982249,0.0029585798816568,0.144117647058824,49.294498381877,0,0,0,0,0,0,0,10,25530,14,6,59,78,3,1013,206,2344,0.861764705882353,0.00294117647058824,0,0,0.00294117647058824,0,0,0,0,0,24.7617647058824,5.55882352941176,0.255882352941176,0.5,0.244117647058824,0.164705882352941,0.652941176470588,0.182352941176471,0,0,0.720588235294118,0.255882352941176,0.0117647058823529,0.0117647058823529,0.885294117647059,0.00294117647058824,0,43.947979,12321,30.74843,8620.6299,6118,60,1,1,0,0.947058823529412,0.0147058823529412,0,0,0,1,0,0,0,0,0,0,7,1,10,4,1,10
2013,7075,304,80.4163079161183,0.041958041958042,0.0034965034965035,3155.84265734266,0.467105263157895,39.2417218543046,0.0496688741721854,0.0033112582781457,0.111842105263158,49.3951890034364,0,0,0,0,0,0,0,10,25530,14,6,59,78,3,1013,295,2393,0.802631578947368,0.00328947368421053,0,0,0,0,0,0,0,0.00328947368421053,24.3815789473684,5.8125,0.236842105263158,0.552631578947368,0.210526315789474,0.148026315789474,0.618421052631579,0.233552631578947,0,0,0.703947368421053,0.263157894736842,0.00328947368421053,0.0296052631578947,0.838815789473684,0.00328947368421053,0,43.947979,12321,30.74843,8620.6299,6118,60,1,1,0,0.907894736842105,0.0361842105263158,0,0,0,0,1,0,0,0,0,0,7,1,10,4,1,10
2014,7075,346,79.6267853021146,0.0634920634920635,0.00634920634920635,3118.06349206349,0.510144927536232,39.0895953757225,0.0375722543352601,0.00578034682080925,0.0578034682080925,49.4437689969605,1,1,0,0,0,0,0,10,25530,14,6,59,78,3,1013,293,2553,0.869942196531792,0.00867052023121387,0,0,0.00578034682080925,0,0.00289017341040462,0,0,0,24.8323699421965,6.58092485549133,0.222543352601156,0.549132947976879,0.228323699421965,0.11849710982659,0.53757225433526,0.257225433526012,0.0867052023121387,0,0.719653179190751,0.254335260115607,0.00578034682080925,0.0202312138728324,0.817919075144509,0,0,43.947979,12321,30.74843,8620.6299,6118,60,1,1,0,0.950867052023121,0.0173410404624277,0,0,0,0,0.164739884393064,0.835260115606936,0,0,0,0,7,1,10,4,1,10
2015,7075,330,78.7203153630649,0.0662251655629139,0.00993377483443709,3075.44701986755,0.484848484848485,38.9544072948328,0.0790273556231003,0.0151975683890578,0.0757575757575758,49.1294498381877,1,1,1,1,1,1,0,10,25530,14,6,59,78,3,1013,277,1740,0.939393939393939,0.00909090909090909,0,0,0.00606060606060606,0,0,0.00303030303030303,0,0,24.8,6.85454545454545,0.212121212121212,0.554545454545455,0.233333333333333,0.106060606060606,0.506060606060606,0.278787878787879,0.109090909090909,0,0.687878787878788,0.26969696969697,0.0212121212121212,0.0212121212121212,0.866666666666667,0.00606060606060606,0,43.947979,12321,30.74843,8620.6299,6118,60,1,1,0,0.984848484848485,0.0121212121212121,0,0,0,0,0,0,1,0,0,0,7,1,10,4,1,10
2016,7075,360,80.7568865483153,0.0345911949685535,0,3170.79559748428,0.461111111111111,39.1888888888889,0.0333333333333333,0.00833333333333333,0.0222222222222222,49.680981595092,1,1,1,1,1,1,1,10,25530,14,6,59,78,3,1013,370,1820,0.9,0.00833333333333333,0,0,0.00833333333333333,0,0,0,0,0,24.75,6.80833333333333,0.191666666666667,0.619444444444444,0.188888888888889,0.122222222222222,0.486111111111111,0.269444444444444,0.122222222222222,0,0.711111111111111,0.263888888888889,0.00833333333333333,0.0166666666666667,0.975,0,0,43.947979,12321,30.74843,8620.6299,6118,60,1,1,0,0.952777777777778,0.00555555555555556,0,0,0,0,0,0,0,1,0,0,7,1,10,4,1,10
2017,7075,365,79.3066909731283,0.0674846625766871,0.00613496932515337,3085.60736196319,0.484931506849315,38.9068493150685,0.0493150684931507,0.00547945205479452,0.0383561643835616,49.536443148688,1,1,1,1,1,1,1,10,25530,14,6,59,78,3,1013,382,1750,0.876712328767123,0.00273972602739726,0,0,0,0,0,0,0,0.00273972602739726,25.7232876712329,6.91232876712329,0.2,0.536986301369863,0.263013698630137,0.073972602739726,0.556164383561644,0.287671232876712,0.0821917808219178,0,0.731506849315068,0.235616438356164,0.00547945205479452,0.0273972602739726,0.950684931506849,0.00273972602739726,0,43.947979,12321,30.74843,8620.6299,6118,60,1,1,0,0.934246575342466,0.00821917808219178,0,0,0,0,0,0,0,0,1,0,7,1,10,4,1,10
2008,7076,67,81.0053358692397,0.0895522388059701,0,3122.53731343284,0.462686567164179,38.6567164179104,0.149253731343284,0.0149253731343284,0,49.955223880597,0,0,0,0,0,0,0,10,25187,14,4,23,55,2,577,231,1254,0.552238805970149,0,0,0,0,0,0,0,0,0,25.9253731343284,5.82089552238806,0.0447761194029851,0.716417910447761,0.238805970149254,0.238805970149254,0.388059701492537,0.328358208955224,0.0447761194029851,0,0.761194029850746,0.208955223880597,0,0.0298507462686567,0.597014925373134,0,0,66.319527,21082,35.503689,11286.268,5823,83,1,1,0.701492537313433,0.970149253731343,0.970149253731343,1,0,0,0,0,0,0,0,0,0,7,1,10,5,1,10
2009,7076,137,76.5953269303789,0.109489051094891,0.0291970802919708,3013.30656934307,0.481751824817518,39.2116788321168,0.0510948905109489,0.0145985401459854,0.0802919708029197,49.2773722627737,0,0,0,0,0,0,0,10,25187,14,4,23,55,2,577,346,2099,0.416058394160584,0.0364963503649635,0,0,0,0,0.0364963503649635,0,0,0,23.8686131386861,6.94160583941606,0.284671532846715,0.518248175182482,0.197080291970803,0.131386861313869,0.372262773722628,0.416058394160584,0.0802919708029197,0,0.62043795620438,0.321167883211679,0,0.0583941605839416,0.496350364963504,0,0,66.319527,21082,35.503689,11286.268,5823,83,1,1,0.693430656934307,0.912408759124088,0.839416058394161,0,1,0,0,0,0,0,0,0,0,7,1,10,5,1,10
2010,7076,124,74.6045066355392,0.170731707317073,0.032520325203252,2913,0.532258064516129,38.9112903225806,0.0887096774193548,0.0241935483870968,0.145161290322581,49.0245901639344,0,0,0,0,0,0,0,10,25187,14,4,23,55,2,577,429,1588,0.387096774193548,0.00806451612903226,0,0,0,0,0,0,0,0.00806451612903226,24.3225806451613,5.95161290322581,0.25,0.564516129032258,0.185483870967742,0.161290322580645,0.532258064516129,0.306451612903226,0,0,0.612903225806452,0.346774193548387,0,0.0403225806451613,0.709677419354839,0,0,66.319527,21082,35.503689,11286.268,5823,83,1,1,0.637096774193548,0.935483870967742,0.854838709677419,0,0,1,0,0,0,0,0,0,0,7,1,10,5,1,10
2011,7076,143,81.0372998765713,0.0152671755725191,0,3182.3358778626,0.468531468531469,39.2517482517483,0.013986013986014,0.00699300699300699,0.0839160839160839,50.1769230769231,0,0,0,0,0,0,0,10,25187,14,4,23,55,2,577,338,1479,0.391608391608392,0,0,0,0,0,0,0,0,0,23.6153846153846,7.3006993006993,0.314685314685315,0.496503496503497,0.188811188811189,0.048951048951049,0.447552447552448,0.475524475524476,0.027972027972028,0,0.587412587412587,0.384615384615385,0.013986013986014,0.013986013986014,0.853146853146853,0.00699300699300699,0,66.319527,21082,35.503689,11286.268,5823,83,1,1,0.566433566433566,0.958041958041958,0.825174825174825,0,0,0,1,0,0,0,0,0,0,7,1,10,5,1,10
2012,7076,159,78.2037694115272,0.0616438356164384,0.00684931506849315,3050.50684931507,0.459119496855346,38.9685534591195,0.050314465408805,0.00628930817610063,0.106918238993711,49.5592105263158,0,0,0,0,0,0,0,10,25187,14,4,23,55,2,577,422,3867,0.364779874213836,0,0,0,0,0,0,0,0,0,24.7861635220126,6.28301886792453,0.283018867924528,0.459119496855346,0.257861635220126,0.144654088050314,0.471698113207547,0.383647798742138,0,0,0.761006289308176,0.226415094339623,0,0.0125786163522013,0.811320754716981,0.0125786163522013,0,66.319527,21082,35.503689,11286.268,5823,83,1,1,0.610062893081761,0.937106918238994,0.786163522012579,0,0,0,0,1,0,0,0,0,0,7,1,10,5,1,10
2013,7076,171,78.3320892603858,0.04375,0,3068.2,0.47953216374269,39.0643274853801,0.0526315789473684,0.00584795321637427,0.140350877192982,49.6441717791411,1,0,0,0,0,0,0,10,25187,14,4,23,55,2,577,398,3632,0.573099415204678,0,0,0,0,0,0,0,0,0,24.5847953216374,6.33333333333333,0.239766081871345,0.538011695906433,0.222222222222222,0.16374269005848,0.39766081871345,0.43859649122807,0,0,0.584795321637427,0.391812865497076,0.00584795321637427,0.0175438596491228,0.847953216374269,0.00584795321637427,0,66.319527,21082,35.503689,11286.268,5823,83,1,1,0.754385964912281,0.994152046783626,0.842105263157895,0,0,0,0,0.245614035087719,0.754385964912281,0,0,0,0,7,1,10,5,1,10
2014,7076,337,79.9736195753042,0.034375,0.003125,3124.05625,0.391691394658754,39.0059523809524,0.0386904761904762,0.00892857142857143,0.213649851632047,49.7058823529412,1,1,1,1,1,1,0,10,25187,14,4,23,55,2,577,399,5480,0.56973293768546,0.00593471810089021,0,0,0,0,0.0029673590504451,0,0,0.0029673590504451,24.8249258160237,6.6053412462908,0.204747774480712,0.590504451038576,0.204747774480712,0.189910979228487,0.332344213649852,0.373887240356083,0.103857566765579,0,0.637982195845697,0.338278931750742,0,0.0237388724035608,0.798219584569733,0.0178041543026706,0,66.319527,21082,35.503689,11286.268,5823,83,1,1,0.744807121661721,0.991097922848665,0.863501483679525,0,0,0,0,0,0,1,0,0,0,7,1,10,5,1,10
2015,7076,346,79.4215801323391,0.0407523510971787,0.00313479623824451,3110.72727272727,0.482658959537572,39.135838150289,0.0260115606936416,0.00289017341040462,0.124277456647399,49.75,1,1,1,1,1,1,1,10,25187,14,4,23,55,2,577,343,5247,0.557803468208092,0.00289017341040462,0,0,0,0,0,0,0,0.00289017341040462,24.8872832369942,7.11849710982659,0.208092485549133,0.569364161849711,0.222543352601156,0.121387283236994,0.38728323699422,0.367052023121387,0.124277456647399,0,0.520231213872832,0.442196531791907,0.00289017341040462,0.0346820809248555,0.797687861271676,0.00578034682080925,0,66.319527,21082,35.503689,11286.268,5823,83,1,1,0.76878612716763,0.976878612716763,0.884393063583815,0,0,0,0,0,0,0,1,0,0,7,1,10,5,1,10
2016,7076,192,80.5154641566107,0.0284090909090909,0.00568181818181818,3150.05681818182,0.453125,39.09375,0.0260416666666667,0.00520833333333333,0.151041666666667,49.5744680851064,1,1,1,1,1,1,1,10,25187,14,4,23,55,2,577,206,4742,0.671875,0,0,0,0,0,0,0,0,0,24.3489583333333,7.40625,0.255208333333333,0.567708333333333,0.177083333333333,0.15625,0.25,0.40625,0.1875,0,0.578125,0.380208333333333,0.0104166666666667,0.03125,0.885416666666667,0,0,66.319527,21082,35.503689,11286.268,5823,83,1,1,0.8125,0.989583333333333,0.885416666666667,0,0,0,0,0,0,0,0,1,0,7,1,10,5,1,10
