"Year","Municipality","birth_numb","fetal_growth","lbw","lbw_v","weight","female","gest_age","preterm","preterm_v","resp_problem","height","sh_e_mt_lmbirth","sh_e_mt_fmtrim1","sh_e_mt_fmtrim2","sh_e_mt_fmtrim3","sh_e_mt_fmtrim4","sh_e_mt_fmtrim5","sh_e_mt_fmtrim6","log_pop_tot_2010","pop_tot_2010","pop_5_2010","pop_65_2010","farming_land_2005","hi_2010","unemp_2010","ing_ctpc_2010","exp_transfers_pc","exp_public_inv_pc","urb_cat","wrk","tra_1","tra_2","tra_4","tra_5","tra_6","tra_7","tra_8","tra_9","age_mother","years_edu","eda_1","eda_2","eda_3","edu_1","edu_2","edu_3","edu_4","edu_5","mar_1","mar_2","mar_3","mar_4","ins_1","ins_2","ins_3","pov_per_2010","pov_num_2010","pov_food_per_2010","pov_food_num_2010","pop_mun_fem_1544_2010","income_lbm_2010","income_eligible_lb","income_eligible_lbm","tarjetasinhambre","ever_loc_k","loc_stores","tao_lg5_mt_lmbirth","tao_lg4_mt_lmbirth","tao_lg3_mt_lmbirth","tao_lg2_mt_lmbirth","tao_lg1_mt_lmbirth","tao_lg0_mt_lmbirth","tao_ld1_mt_lmbirth","tao_ld2_mt_lmbirth","tao_ld3_mt_lmbirth","tao_ld4_mt_lmbirth","State","counter","count_balance","count_treat","birth_numb25","birth_numb25_sum"
2008,7107,216,83.4565138154815,0.0601851851851852,0,3259.03703703704,0.537037037037037,39.0416666666667,0.0509259259259259,0,0.101851851851852,50.337962962963,0,0,0,0,0,0,0,11,74477,12,6,27,46,2,1148,117,1216,0.666666666666667,0.00925925925925926,0,0,0,0,0.00925925925925926,0,0,0,24.8472222222222,6.05092592592593,0.138888888888889,0.731481481481482,0.12962962962963,0.226851851851852,0.384259259259259,0.337962962962963,0.0277777777777778,0.0231481481481481,0.518518518518518,0.430555555555556,0.00925925925925926,0.0416666666666667,0.759259259259259,0,0,40.401051,30305,22.39003,16794.986,18252,55,1,1,0.569444444444444,0.87962962962963,0.796296296296296,1,0,0,0,0,0,0,0,0,0,7,1,10,5,1,10
2009,7107,604,79.7589486933123,0.0943708609271523,0.00496688741721854,3116.94867549669,0.491721854304636,39.0132669983416,0.0381426202321725,0.00165837479270315,0.0596026490066225,49.9437086092715,0,0,0,0,0,0,0,11,74477,12,6,27,46,2,1148,187,1559,0.839403973509934,0.00165562913907285,0,0,0,0,0.00165562913907285,0,0,0,24.1092715231788,6.87086092715232,0.248344370860927,0.579470198675497,0.172185430463576,0.144039735099338,0.437086092715232,0.321192052980132,0.0513245033112583,0.0463576158940397,0.438741721854305,0.501655629139073,0.00496688741721854,0.054635761589404,0.688741721854305,0,0,40.401051,30305,22.39003,16794.986,18252,55,1,1,0.721854304635762,0.966887417218543,0.872516556291391,0,1,0,0,0,0,0,0,0,0,7,1,10,5,1,10
2010,7107,691,80.6392667826802,0.0684133915574964,0.00582241630276565,3151.46433770015,0.483918128654971,39.0277777777778,0.043859649122807,0.00584795321637427,0.188133140376266,50.0087209302326,0,0,0,0,0,0,0,11,74477,12,6,27,46,2,1148,172,1689,0.781476121562952,0.00434153400868307,0,0,0.00289435600578871,0,0,0,0,0.00144717800289436,24.6324167872648,6.23444283646889,0.189580318379161,0.625180897250362,0.185238784370478,0.131693198263386,0.52821997105644,0.338639652677279,0.00144717800289436,0,0.340086830680174,0.596237337192475,0.00434153400868307,0.0593342981186686,0.308248914616498,0.00144717800289436,0,40.401051,30305,22.39003,16794.986,18252,55,1,1,0.492040520984081,0.882778581765557,0.804630969609262,0,0,1,0,0,0,0,0,0,0,7,1,10,5,1,10
2011,7107,496,80.8043329035877,0.0549450549450549,0.00659340659340659,3151.48791208791,0.516194331983806,38.8343434343434,0.0606060606060606,0.0121212121212121,0.217741935483871,49.8968421052632,0,0,0,0,0,0,0,11,74477,12,6,27,46,2,1148,223,718,0.707661290322581,0.00403225806451613,0,0.00201612903225806,0,0,0.00201612903225806,0,0,0,24.9536290322581,6.95564516129032,0.17741935483871,0.600806451612903,0.221774193548387,0.0907258064516129,0.445564516129032,0.42741935483871,0.0362903225806452,0,0.36491935483871,0.578629032258065,0.00806451612903226,0.0483870967741935,0.780241935483871,0.00403225806451613,0,40.401051,30305,22.39003,16794.986,18252,55,1,1,0.441532258064516,0.872983870967742,0.770161290322581,0,0,0,1,0,0,0,0,0,0,7,1,10,5,1,10
2012,7107,451,81.3806142992647,0.035377358490566,0,3190.60613207547,0.486607142857143,39.1264108352145,0.0316027088036117,0,0.23059866962306,50.0206896551724,0,0,0,0,0,0,0,11,74477,12,6,27,46,2,1148,130,892,0.798226164079823,0,0,0,0,0,0,0,0,0,24.4855875831486,5.68736141906874,0.208425720620843,0.625277161862528,0.16629711751663,0.164079822616408,0.611973392461197,0.223946784922395,0,0,0.465631929046563,0.494456762749446,0.00886917960088692,0.0310421286031042,0.514412416851441,0.00221729490022173,0,40.401051,30305,22.39003,16794.986,18252,55,1,1,0.458980044345898,0.913525498891353,0.82039911308204,0,0,0,0,1,0,0,0,0,0,7,1,10,5,1,10
2013,7107,534,80.4888875444035,0.0588235294117647,0.00608519269776876,3142.13590263692,0.499058380414313,38.8809980806142,0.0556621880998081,0.0134357005758157,0.177902621722846,49.8323471400394,1,0,0,0,0,0,0,11,74477,12,6,27,46,2,1148,123,652,0.749063670411985,0.00374531835205993,0,0,0,0,0.00187265917602996,0,0,0.00187265917602996,24.8782771535581,6.1123595505618,0.217228464419476,0.541198501872659,0.241573033707865,0.129213483146067,0.574906367041198,0.295880149812734,0,0,0.398876404494382,0.550561797752809,0.00187265917602996,0.048689138576779,0.565543071161049,0.00374531835205993,0,40.401051,30305,22.39003,16794.986,18252,55,1,1,0.397003745318352,0.885767790262172,0.765917602996255,0,0,0,0,0.277153558052434,0.722846441947566,0,0,0,0,7,1,10,5,1,10
2014,7107,398,80.5614540648279,0.048,0.00266666666666667,3125.09066666667,0.48849104859335,38.7594936708861,0.0734177215189873,0,0.185929648241206,49.5233160621762,1,1,1,1,1,0,0,11,74477,12,6,27,46,2,1148,94,2449,0.781407035175879,0.00251256281407035,0,0,0,0,0,0,0,0.00251256281407035,25.1256281407035,8.03517587939698,0.198492462311558,0.57035175879397,0.231155778894472,0.0678391959798995,0.319095477386935,0.412060301507538,0.201005025125628,0,0.324120603015075,0.615577889447236,0.00753768844221105,0.0527638190954774,0.889447236180904,0,0,40.401051,30305,22.39003,16794.986,18252,55,1,1,0.407035175879397,0.891959798994975,0.798994974874372,0,0,0,0,0,0,1,0,0,0,7,1,10,5,1,10
2015,7107,362,80.9435529499448,0.0467836257309941,0.0087719298245614,3139.58187134503,0.484764542936288,38.6648199445983,0.0969529085872576,0.0138504155124654,0.179558011049724,49.2889518413598,1,1,1,1,1,1,1,11,74477,12,6,27,46,2,1148,360,1118,0.795580110497238,0,0,0,0,0,0,0,0,0,24.7596685082873,8.42817679558011,0.265193370165746,0.50828729281768,0.226519337016575,0.0497237569060773,0.298342541436464,0.395027624309392,0.256906077348066,0,0.314917127071823,0.643646408839779,0.00276243093922652,0.0386740331491713,0.911602209944751,0,0,40.401051,30305,22.39003,16794.986,18252,55,1,1,0.44475138121547,0.911602209944751,0.814917127071823,0,0,0,0,0,0,0,1,0,0,7,1,10,5,1,10
2016,7107,438,80.4859210130933,0.0540540540540541,0.00245700245700246,3131.99262899263,0.513761467889908,38.8577981651376,0.0642201834862385,0.00458715596330275,0.198630136986301,49.7692307692308,1,1,1,1,1,1,1,11,74477,12,6,27,46,2,1148,131,1329,0.792237442922374,0.00228310502283105,0,0,0,0,0,0,0,0.00228310502283105,24.0159817351598,7.94520547945205,0.257990867579909,0.577625570776256,0.164383561643836,0.0799086757990868,0.292237442922374,0.447488584474886,0.180365296803653,0,0.410958904109589,0.525114155251142,0.0114155251141553,0.0525114155251142,0.970319634703196,0.0091324200913242,0,40.401051,30305,22.39003,16794.986,18252,55,1,1,0.474885844748858,0.892694063926941,0.801369863013699,0,0,0,0,0,0,0,0,1,0,7,1,10,5,1,10
2017,7107,747,80.8196136979562,0.0451339915373766,0.00564174894217207,3141.47672778561,0.503355704697987,38.7908232118758,0.0458839406207827,0.0067476383265857,0.101740294511379,50.0236439499305,1,1,1,1,1,1,1,11,74477,12,6,27,46,2,1148,123,1299,0.771084337349398,0.00401606425702811,0,0.00133868808567604,0.00267737617135207,0,0,0,0,0,24.2530120481928,8.2570281124498,0.230254350736278,0.579651941097724,0.190093708165997,0.069611780455154,0.258366800535475,0.452476572958501,0.21954484605087,0,0.451137884872825,0.480589022757697,0.00267737617135207,0.0655957161981258,0.963855421686747,0.00535475234270415,0,40.401051,30305,22.39003,16794.986,18252,55,1,1,0.528781793842035,0.906291834002677,0.812583668005355,0,0,0,0,0,0,0,0,0,1,7,1,10,5,1,10
2008,7108,346,81.7561993765521,0.0953757225433526,0,3181.46820809249,0.445086705202312,38.8517441860465,0.0523255813953488,0.00581395348837209,0.101156069364162,50.3901734104046,0,0,0,0,0,0,0,11,98618,12,6,33,55,2,1394,121,1385,0.73121387283237,0,0,0,0,0,0,0,0,0,24.6271676300578,6.84971098265896,0.121387283236994,0.722543352601156,0.15606936416185,0.167630057803468,0.407514450867052,0.323699421965318,0.0317919075144509,0.069364161849711,0.528901734104046,0.390173410404624,0.0202312138728324,0.0606936416184971,0.771676300578035,0,0,27.926689,27307,16.37249,16009.349,24549,47,1,1,0.132947976878613,0.92485549132948,0.300578034682081,1,0,0,0,0,0,0,0,0,0,7,1,10,5,1,10
2009,7108,958,81.0018700195528,0.0782881002087683,0.00730688935281837,3160.5260960334,0.506792058516196,38.964509394572,0.0459290187891441,0.00417536534446764,0.0626304801670146,50.1150627615063,0,0,0,0,0,0,0,11,98618,12,6,33,55,2,1394,122,1637,0.804801670146138,0.00104384133611691,0,0,0.00104384133611691,0,0,0,0,0,24.0469728601253,7.55010438413361,0.234864300626305,0.602296450939457,0.162839248434238,0.0908141962421712,0.40187891440501,0.391440501043841,0.0594989561586639,0.0563674321503132,0.470772442588727,0.45615866388309,0.00104384133611691,0.0720250521920668,0.721294363256785,0,0,27.926689,27307,16.37249,16009.349,24549,47,1,1,0.130480167014614,0.96972860125261,0.277661795407098,0,1,0,0,0,0,0,0,0,0,7,1,10,5,1,10
2010,7108,956,80.8688098850043,0.0725552050473186,0.00736067297581493,3165.81072555205,0.478488982161595,39.0675818373812,0.0348468848996832,0.00950369588173178,0.226987447698745,49.7863974495218,0,0,0,0,0,0,0,11,98618,12,6,33,55,2,1394,238,1279,0.740585774058577,0.00313807531380753,0,0.00104602510460251,0,0,0,0.00104602510460251,0,0.00104602510460251,24.1495815899582,6.3326359832636,0.230125523012552,0.599372384937239,0.170502092050209,0.115062761506276,0.54602510460251,0.336820083682008,0.00209205020920502,0,0.443514644351464,0.481171548117155,0.00627615062761506,0.0690376569037657,0.307531380753138,0.00104602510460251,0.00104602510460251,27.926689,27307,16.37249,16009.349,24549,47,1,1,0.222803347280335,0.882845188284519,0.398535564853557,0,0,1,0,0,0,0,0,0,0,7,1,10,5,1,10
2011,7108,607,81.3564246938169,0.0437828371278459,0.00875656742556918,3187.30647985989,0.478476821192053,39.0430463576159,0.0447019867549669,0.0115894039735099,0.273476112026359,49.8677248677249,0,0,0,0,0,0,0,11,98618,12,6,33,55,2,1394,126,1035,0.654036243822076,0.00329489291598023,0,0,0,0,0,0,0,0.00329489291598023,24.670510708402,6.93904448105437,0.217462932454695,0.57825370675453,0.204283360790774,0.0807248764415156,0.487644151565074,0.388797364085667,0.042833607907743,0,0.410214168039539,0.538714991762768,0.00329489291598023,0.0477759472817133,0.782537067545305,0.00164744645799012,0.00164744645799012,27.926689,27307,16.37249,16009.349,24549,47,1,1,0.181219110378913,0.817133443163097,0.337726523887974,0,0,0,1,0,0,0,0,0,0,7,1,10,5,1,10
2012,7108,578,81.1527902860199,0.0489642184557439,0.00188323917137476,3172.52165725047,0.493055555555556,39.0626086956522,0.048695652173913,0.00347826086956522,0.247404844290657,49.934664246824,0,0,0,0,0,0,0,11,98618,12,6,33,55,2,1394,96,2073,0.813148788927336,0.00519031141868512,0,0,0.00173010380622837,0,0,0,0,0.00346020761245675,24.4377162629758,5.46020761245675,0.245674740484429,0.586505190311419,0.167820069204152,0.160899653979239,0.697231833910035,0.141868512110727,0,0,0.544982698961938,0.401384083044983,0.0103806228373702,0.0432525951557093,0.375432525951557,0.00865051903114187,0,27.926689,27307,16.37249,16009.349,24549,47,1,1,0.226643598615917,0.908304498269896,0.349480968858132,0,0,0,0,1,0,0,0,0,0,7,1,10,5,1,10
2013,7108,660,81.2986120982741,0.0369127516778524,0.00671140939597315,3182.45134228188,0.474809160305344,39.040061633282,0.0354391371340524,0.00770416024653313,0.153030303030303,50.0561797752809,1,1,0,0,0,0,0,11,98618,12,6,33,55,2,1394,176,1468,0.716666666666667,0.00303030303030303,0,0,0.00151515151515152,0,0,0.00151515151515152,0,0,24.8924242424242,5.85,0.221212121212121,0.557575757575758,0.221212121212121,0.113636363636364,0.709090909090909,0.177272727272727,0,0,0.451515151515152,0.506060606060606,0.00606060606060606,0.0363636363636364,0.343939393939394,0.00606060606060606,0,27.926689,27307,16.37249,16009.349,24549,47,1,1,0.171212121212121,0.893939393939394,0.368181818181818,0,0,0,0,0.254545454545455,0.745454545454545,0,0,0,0,7,1,10,5,1,10
2014,7108,422,80.69501844446,0.0751295336787565,0.00259067357512953,3128.84974093264,0.501204819277108,38.710843373494,0.0795180722891566,0.00481927710843374,0.184834123222749,49.4014778325123,1,1,1,1,1,0,0,11,98618,12,6,33,55,2,1394,199,1601,0.791469194312796,0.00710900473933649,0,0.0023696682464455,0.0023696682464455,0,0.0023696682464455,0,0,0,24.0687203791469,8.38862559241706,0.210900473933649,0.639810426540284,0.149289099526066,0.0545023696682464,0.300947867298578,0.383886255924171,0.260663507109005,0,0.367298578199052,0.568720379146919,0.018957345971564,0.0450236966824645,0.770142180094787,0.004739336492891,0,27.926689,27307,16.37249,16009.349,24549,47,1,1,0.203791469194313,0.909952606635071,0.376777251184834,0,0,0,0,0,0,1,0,0,0,7,1,10,5,1,10
2015,7108,440,81.6566674333348,0.0294840294840295,0,3180.52825552826,0.432801822323462,38.8417431192661,0.0871559633027523,0.00229357798165138,0.270454545454545,49.6779661016949,1,1,1,1,1,1,1,11,98618,12,6,33,55,2,1394,210,1601,0.720454545454545,0.0136363636363636,0,0.00454545454545455,0.00227272727272727,0,0.00454545454545455,0.00227272727272727,0,0,24.5954545454545,8.76136363636364,0.209090909090909,0.588636363636364,0.202272727272727,0.0386363636363636,0.275,0.375,0.311363636363636,0,0.334090909090909,0.625,0.00227272727272727,0.0386363636363636,0.852272727272727,0.00909090909090909,0,27.926689,27307,16.37249,16009.349,24549,47,1,1,0.227272727272727,0.877272727272727,0.390909090909091,0,0,0,0,0,0,0,1,0,0,7,1,10,5,1,10
2016,7108,556,80.1728068525512,0.0662878787878788,0.00946969696969697,3117.01515151515,0.484684684684685,38.7807971014493,0.0579710144927536,0.00905797101449275,0.22841726618705,49.781954887218,1,1,1,1,1,1,1,11,98618,12,6,33,55,2,1394,131,1428,0.829136690647482,0.00539568345323741,0,0.00179856115107914,0,0.00179856115107914,0,0,0,0.00179856115107914,23.9442446043165,8.28776978417266,0.241007194244604,0.607913669064748,0.151079136690647,0.0701438848920863,0.244604316546763,0.467625899280576,0.217625899280576,0,0.433453237410072,0.508992805755396,0.00719424460431655,0.0503597122302158,0.951438848920863,0.0143884892086331,0,27.926689,27307,16.37249,16009.349,24549,47,1,1,0.212230215827338,0.962230215827338,0.345323741007194,0,0,0,0,0,0,0,0,1,0,7,1,10,5,1,10
2017,7108,1043,82.2179760124545,0.0394337714863498,0.00303336703741153,3200.07077856421,0.484149855907781,38.8649173955296,0.0417881438289602,0.00583090379008746,0.144774688398849,50.0367428003972,1,1,1,1,1,1,1,11,98618,12,6,33,55,2,1394,136,1497,0.799616490891659,0.0105465004793864,0,0.000958772770853308,0.00671140939597315,0,0,0,0,0.00287631831255992,24.0115052732502,8.3039309683605,0.24928092042186,0.585810162991371,0.164908916586769,0.0661553211888782,0.267497603068073,0.432406519654842,0.233940556088207,0,0.482262703739214,0.444870565675935,0.00862895493767977,0.0642377756471716,0.951102588686481,0.0210930009587728,0,27.926689,27307,16.37249,16009.349,24549,47,1,1,0.185043144774688,0.941514860977948,0.307766059443912,0,0,0,0,0,0,0,0,0,1,7,1,10,5,1,10
2008,7109,217,78.9823625391998,0.0691244239631336,0,3081.05529953917,0.52073732718894,39.106976744186,0.0790697674418605,0,0.00460829493087558,49.3870967741936,0,0,0,0,0,0,0,10,34028,14,5,38,60,2,1050,171,963,0.811059907834101,0,0,0,0,0,0,0,0,0,26.9308755760369,5.35483870967742,0.0875576036866359,0.585253456221198,0.327188940092166,0.317972350230415,0.391705069124424,0.202764976958525,0.0552995391705069,0.032258064516129,0.741935483870968,0.179723502304147,0.00921658986175115,0.0691244239631336,0.824884792626728,0,0,56.166222,18618,12.37424,4101.813,8186,64,1,1,0.0138248847926267,0.811059907834101,0.0276497695852535,1,0,0,0,0,0,0,0,0,0,7,1,10,5,1,10
2009,7109,484,76.8696235365929,0.0640495867768595,0.0103305785123967,3011.82231404959,0.474120082815735,39.1753653444676,0.022964509394572,0.00208768267223382,0.0247933884297521,49.3347107438017,0,0,0,0,0,0,0,10,34028,14,5,38,60,2,1050,174,1226,0.640495867768595,0,0,0,0,0,0,0,0,0,25.9380165289256,5.53305785123967,0.179752066115702,0.520661157024793,0.299586776859504,0.291322314049587,0.402892561983471,0.206611570247934,0.0826446280991736,0.0165289256198347,0.731404958677686,0.214876033057851,0.00619834710743802,0.0475206611570248,0.632231404958678,0,0,56.166222,18618,12.37424,4101.813,8186,64,1,1,0.012396694214876,0.644628099173554,0.0619834710743802,0,1,0,0,0,0,0,0,0,0,7,1,10,5,1,10
2010,7109,408,77.5783114043542,0.104218362282878,0.00248138957816377,3037.5111662531,0.501228501228501,39.1111111111111,0.0518518518518519,0.00493827160493827,0.183823529411765,49.0742574257426,0,0,0,0,0,0,0,10,34028,14,5,38,60,2,1050,340,1264,0.754901960784314,0,0,0,0,0,0,0,0,0,25.9926470588235,4.81617647058824,0.178921568627451,0.529411764705882,0.291666666666667,0.321078431372549,0.436274509803922,0.237745098039216,0.00490196078431373,0,0.654411764705882,0.259803921568627,0.0147058823529412,0.071078431372549,0.568627450980392,0.00980392156862745,0.0147058823529412,56.166222,18618,12.37424,4101.813,8186,64,1,1,0.0122549019607843,0.767156862745098,0.0318627450980392,0,0,1,0,0,0,0,0,0,0,7,1,10,5,1,10
2011,7109,497,80.3233756016929,0.0285087719298246,0,3150.08114035088,0.503030303030303,39.1987829614604,0.0344827586206897,0,0.177062374245473,49.9887640449438,0,0,0,0,0,0,0,10,34028,14,5,38,60,2,1050,274,702,0.72635814889336,0.00201207243460765,0,0,0,0,0,0,0,0.00201207243460765,25.830985915493,5.02816901408451,0.191146881287726,0.529175050301811,0.279678068410463,0.334004024144869,0.380281690140845,0.227364185110664,0.0583501006036217,0,0.668008048289738,0.257545271629779,0.00201207243460765,0.0724346076458753,0.633802816901408,0.00201207243460765,0,56.166222,18618,12.37424,4101.813,8186,64,1,1,0.00804828973843058,0.736418511066398,0.0663983903420523,0,0,0,1,0,0,0,0,0,0,7,1,10,5,1,10
2012,7109,505,79.7405296537718,0.0367965367965368,0.00216450216450216,3128.57792207792,0.505952380952381,39.124,0.04,0.004,0.271287128712871,49.5754923413567,0,0,0,0,0,0,0,10,34028,14,5,38,60,2,1050,0,0,0.661386138613861,0,0,0,0,0,0,0,0,0,26.2475247524752,3.14851485148515,0.154455445544554,0.566336633663366,0.279207920792079,0.542574257425743,0.322772277227723,0.134653465346535,0,0,0.693069306930693,0.259405940594059,0.0099009900990099,0.0376237623762376,0.528712871287129,0.0099009900990099,0,56.166222,18618,12.37424,4101.813,8186,64,1,1,0.00594059405940594,0.673267326732673,0.0693069306930693,0,0,0,0,1,0,0,0,0,0,7,1,10,5,1,10
2013,7109,629,79.4002176324532,0.0275862068965517,0.00172413793103448,3099.51034482759,0.519872813990461,38.9488817891374,0.0303514376996805,0.00479233226837061,0.426073131955485,49.6267123287671,1,1,0,0,0,0,0,10,34028,14,5,38,60,2,1050,216,2878,0.783783783783784,0.00158982511923688,0,0,0,0,0,0,0,0.00158982511923688,26.449920508744,3.20985691573927,0.152623211446741,0.540540540540541,0.306836248012719,0.545310015898251,0.294117647058824,0.160572337042925,0,0,0.63751987281399,0.314785373608903,0.00317965023847377,0.0445151033386327,0.523052464228935,0.00317965023847377,0,56.166222,18618,12.37424,4101.813,8186,64,1,1,0.00317965023847377,0.8060413354531,0.0365659777424483,0,0,0,0,0.257551669316375,0.742448330683625,0,0,0,0,7,1,10,5,1,10
2014,7109,800,79.2983647699343,0.047554347826087,0.00271739130434783,3098.92119565217,0.48625,39.005,0.04,0.005,0.37625,49.6208277703605,1,1,1,1,1,0,0,10,34028,14,5,38,60,2,1050,290,4262,0.8575,0.00875,0,0.0025,0.0025,0,0,0,0,0.00375,25.84,4.62375,0.18375,0.52875,0.2875,0.43,0.27125,0.19625,0.1025,0,0.68125,0.2725,0.00125,0.045,0.67125,0.015,0,56.166222,18618,12.37424,4101.813,8186,64,1,1,0.0025,0.86375,0.04375,0,0,0,0,0,0,1,0,0,0,7,1,10,5,1,10
2015,7109,750,79.4187656693323,0.0402877697841727,0,3100.10647482014,0.489333333333333,38.968,0.0293333333333333,0.00266666666666667,0.337333333333333,49.7694483734088,1,1,1,1,1,1,1,10,34028,14,5,38,60,2,1050,285,2173,0.917333333333333,0.00266666666666667,0,0,0,0,0,0,0,0.00266666666666667,26.6026666666667,4.712,0.152,0.518666666666667,0.329333333333333,0.422666666666667,0.282666666666667,0.173333333333333,0.121333333333333,0,0.644,0.308,0.004,0.044,0.676,0.012,0,56.166222,18618,12.37424,4101.813,8186,64,1,1,0,0.917333333333333,0.032,0,0,0,0,0,0,0,1,0,0,7,1,10,5,1,10
2016,7109,661,79.5538831341045,0.0483091787439614,0.00483091787439614,3110.31884057971,0.475037821482602,38.9984871406959,0.0408472012102874,0.0075642965204236,0.3267776096823,49.7208931419458,1,1,1,1,1,1,1,10,34028,14,5,38,60,2,1050,173,2568,0.940998487140696,0.00302571860816944,0,0,0.00302571860816944,0,0,0,0,0,25.7367624810893,4.89258698940998,0.178517397881997,0.550680786686838,0.270801815431165,0.409984871406959,0.27231467473525,0.184568835098336,0.133131618759455,0,0.680786686838124,0.258698940998487,0.00605143721633888,0.0544629349470499,0.686838124054463,0,0,56.166222,18618,12.37424,4101.813,8186,64,1,1,0.00302571860816944,0.942511346444781,0.0136157337367625,0,0,0,0,0,0,0,0,1,0,7,1,10,5,1,10
2017,7109,618,79.3661069550642,0.0411449016100179,0.00178890876565295,3099.98211091234,0.486178861788618,39.0129449838188,0.040453074433657,0.00161812297734628,0.252427184466019,49.546875,1,1,1,1,1,1,1,10,34028,14,5,38,60,2,1050,177,1845,0.938511326860841,0,0,0,0,0,0,0,0,0,26.0695792880259,5.61165048543689,0.171521035598705,0.535598705501618,0.292880258899676,0.352750809061489,0.247572815533981,0.223300970873786,0.176375404530744,0,0.681229773462783,0.273462783171521,0.00161812297734628,0.0436893203883495,0.766990291262136,0.0129449838187702,0,56.166222,18618,12.37424,4101.813,8186,64,1,1,0,0.940129449838188,0.0161812297734628,0,0,0,0,0,0,0,0,0,1,7,1,10,5,1,10
2008,7111,78,78.1299319826186,0.0579710144927536,0.0289855072463768,3046.8115942029,0.551282051282051,39.0789473684211,0.0263157894736842,0,0.0641025641025641,49.1594202898551,0,0,0,0,0,0,0,11,36489,16,4,17,67,3,674,0,0,0.564102564102564,0.0128205128205128,0,0,0,0,0.0128205128205128,0,0,0,29.3076923076923,2.57692307692308,0.0641025641025641,0.512820512820513,0.423076923076923,0.58974358974359,0.371794871794872,0.0384615384615385,0,0,0.794871794871795,0.166666666666667,0.0256410256410256,0.0128205128205128,0.653846153846154,0,0,64.769928,28159,42.07082,18290.709,8655,80,1,1,0.205128205128205,0.935897435897436,0.307692307692308,1,0,0,0,0,0,0,0,0,0,7,1,10,5,1,10
2009,7111,81,72.571902407554,0.152777777777778,0.0138888888888889,2834.15277777778,0.506172839506173,39.1558441558442,0.038961038961039,0,0.259259259259259,48.9722222222222,0,0,0,0,0,0,0,11,36489,16,4,17,67,3,674,248,1318,0.753086419753086,0,0,0,0,0,0,0,0,0,27.8765432098765,4.03703703703704,0.135802469135802,0.506172839506173,0.358024691358025,0.358024691358025,0.580246913580247,0.0617283950617284,0,0,0.691358024691358,0.308641975308642,0,0,0.506172839506173,0,0,64.769928,28159,42.07082,18290.709,8655,80,1,1,0.148148148148148,0.901234567901235,0.617283950617284,0,1,0,0,0,0,0,0,0,0,7,1,10,5,1,10
2010,7111,123,71.8714900370131,0.153153153153153,0,2817.61261261261,0.414634146341463,39.2905982905983,0,0,0.178861788617886,49.027027027027,0,0,0,0,0,0,0,11,36489,16,4,17,67,3,674,0,0,0.691056910569106,0.024390243902439,0,0,0.00813008130081301,0,0,0.016260162601626,0,0,27.2276422764228,4.5609756097561,0.105691056910569,0.536585365853659,0.357723577235772,0.292682926829268,0.601626016260163,0.105691056910569,0,0,0.67479674796748,0.317073170731707,0,0.00813008130081301,0.422764227642276,0,0,64.769928,28159,42.07082,18290.709,8655,80,1,1,0.0813008130081301,0.902439024390244,0.479674796747967,0,0,1,0,0,0,0,0,0,0,7,1,10,5,1,10
2011,7111,178,78.3886351750564,0.050314465408805,0.00628930817610063,3056.04402515723,0.48876404494382,38.9772727272727,0.0340909090909091,0.00568181818181818,0.117977528089888,49.3170731707317,0,0,0,0,0,0,0,11,36489,16,4,17,67,3,674,237,1540,0.657303370786517,0.0168539325842697,0,0,0.00561797752808989,0,0.00561797752808989,0.00561797752808989,0,0,27.1123595505618,4.43258426966292,0.129213483146067,0.544943820224719,0.325842696629214,0.314606741573034,0.578651685393258,0.106741573033708,0,0,0.825842696629214,0.151685393258427,0.00561797752808989,0.0168539325842697,0.432584269662921,0.174157303370787,0,64.769928,28159,42.07082,18290.709,8655,80,1,1,0.134831460674157,0.949438202247191,0.606741573033708,0,0,0,1,0,0,0,0,0,0,7,1,10,5,1,10
2012,7111,125,74.2992340440607,0.09375,0.0208333333333333,2905.89583333333,0.528,39.0666666666667,0.075,0.0166666666666667,0.192,49,0,0,0,0,0,0,0,11,36489,16,4,17,67,3,674,324,2560,0.704,0.048,0,0,0,0,0.016,0.024,0,0.008,27.384,3.984,0.128,0.52,0.352,0.376,0.544,0.08,0,0,0.664,0.328,0,0.008,0.792,0.008,0,64.769928,28159,42.07082,18290.709,8655,80,1,1,0.112,0.808,0.448,0,0,0,0,1,0,0,0,0,0,7,1,10,5,1,10
2013,7111,137,75.5271073826903,0.102803738317757,0.00934579439252336,2936.76635514019,0.518248175182482,38.7258064516129,0.104838709677419,0.0161290322580645,0.160583941605839,49.2457627118644,1,0,0,0,0,0,0,11,36489,16,4,17,67,3,674,403,3054,0.591240875912409,0.0072992700729927,0,0,0,0,0,0,0,0.0072992700729927,26.963503649635,4.62043795620438,0.182481751824818,0.452554744525547,0.364963503649635,0.284671532846715,0.605839416058394,0.109489051094891,0,0,0.656934306569343,0.335766423357664,0,0.0072992700729927,0.642335766423358,0.0072992700729927,0.0072992700729927,64.769928,28159,42.07082,18290.709,8655,80,1,1,0.160583941605839,0.832116788321168,0.321167883211679,0,0,0,0,0.291970802919708,0.708029197080292,0,0,0,0,7,1,10,5,1,10
